,,date,location,total_cases,new_cases,total_deaths,people_vaccinated_per_hundred,population,death_rate
0,50234,2020-01-05,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50235,2020-01-06,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50236,2020-01-07,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50237,2020-01-08,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50238,2020-01-09,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50239,2020-01-10,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50240,2020-01-11,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50241,2020-01-12,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50242,2020-01-13,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50243,2020-01-14,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50244,2020-01-15,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50245,2020-01-16,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50246,2020-01-17,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50247,2020-01-18,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50248,2020-01-19,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50249,2020-01-20,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50250,2020-01-21,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50251,2020-01-22,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50252,2020-01-23,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50253,2020-01-24,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50254,2020-01-25,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50255,2020-01-26,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50256,2020-01-27,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50257,2020-01-28,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50258,2020-01-29,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50259,2020-01-30,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50260,2020-01-31,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50261,2020-02-01,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50262,2020-02-02,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50263,2020-02-03,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50264,2020-02-04,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50265,2020-02-05,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50266,2020-02-06,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50267,2020-02-07,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50268,2020-02-08,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50269,2020-02-09,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50270,2020-02-10,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50271,2020-02-11,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50272,2020-02-12,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50273,2020-02-13,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50274,2020-02-14,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50275,2020-02-15,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50276,2020-02-16,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50277,2020-02-17,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50278,2020-02-18,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50279,2020-02-19,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50280,2020-02-20,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50281,2020-02-21,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50282,2020-02-22,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50283,2020-02-23,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50284,2020-02-24,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50285,2020-02-25,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50286,2020-02-26,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50287,2020-02-27,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50288,2020-02-28,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50289,2020-02-29,Brazil,0.0,0.0,0.0,0.0,215313504,0.0
0,50290,2020-03-01,Brazil,1.0,1.0,0.0,0.0,215313504,0.0
0,50291,2020-03-02,Brazil,1.0,0.0,0.0,0.0,215313504,0.0
0,50292,2020-03-03,Brazil,1.0,0.0,0.0,0.0,215313504,0.0
0,50293,2020-03-04,Brazil,1.0,0.0,0.0,0.0,215313504,0.0
0,50294,2020-03-05,Brazil,1.0,0.0,0.0,0.0,215313504,0.0
0,50295,2020-03-06,Brazil,1.0,0.0,0.0,0.0,215313504,0.0
0,50296,2020-03-07,Brazil,1.0,0.0,0.0,0.0,215313504,0.0
0,50297,2020-03-08,Brazil,13.0,12.0,0.0,0.0,215313504,0.0
0,50298,2020-03-09,Brazil,13.0,0.0,0.0,0.0,215313504,0.0
0,50299,2020-03-10,Brazil,13.0,0.0,0.0,0.0,215313504,0.0
0,50300,2020-03-11,Brazil,13.0,0.0,0.0,0.0,215313504,0.0
0,50301,2020-03-12,Brazil,13.0,0.0,0.0,0.0,215313504,0.0
0,50302,2020-03-13,Brazil,13.0,0.0,0.0,0.0,215313504,0.0
0,50303,2020-03-14,Brazil,13.0,0.0,0.0,0.0,215313504,0.0
0,50304,2020-03-15,Brazil,84.0,71.0,0.0,0.0,215313504,0.0
0,50305,2020-03-16,Brazil,84.0,0.0,0.0,0.0,215313504,0.0
0,50306,2020-03-17,Brazil,84.0,0.0,0.0,0.0,215313504,0.0
0,50307,2020-03-18,Brazil,84.0,0.0,0.0,0.0,215313504,0.0
0,50308,2020-03-19,Brazil,84.0,0.0,0.0,0.0,215313504,0.0
0,50309,2020-03-20,Brazil,84.0,0.0,0.0,0.0,215313504,0.0
0,50310,2020-03-21,Brazil,84.0,0.0,0.0,0.0,215313504,0.0
0,50311,2020-03-22,Brazil,904.0,820.0,11.0,0.0,215313504,0.012168141592920354
0,50312,2020-03-23,Brazil,904.0,0.0,11.0,0.0,215313504,0.012168141592920354
0,50313,2020-03-24,Brazil,904.0,0.0,11.0,0.0,215313504,0.012168141592920354
0,50314,2020-03-25,Brazil,904.0,0.0,11.0,0.0,215313504,0.012168141592920354
0,50315,2020-03-26,Brazil,904.0,0.0,11.0,0.0,215313504,0.012168141592920354
0,50316,2020-03-27,Brazil,904.0,0.0,11.0,0.0,215313504,0.012168141592920354
0,50317,2020-03-28,Brazil,904.0,0.0,11.0,0.0,215313504,0.012168141592920354
0,50318,2020-03-29,Brazil,3417.0,2513.0,92.0,0.0,215313504,0.026924202516827627
0,50319,2020-03-30,Brazil,3417.0,0.0,92.0,0.0,215313504,0.026924202516827627
0,50320,2020-03-31,Brazil,3417.0,0.0,92.0,0.0,215313504,0.026924202516827627
0,50321,2020-04-01,Brazil,3417.0,0.0,92.0,0.0,215313504,0.026924202516827627
0,50322,2020-04-02,Brazil,3417.0,0.0,92.0,0.0,215313504,0.026924202516827627
0,50323,2020-04-03,Brazil,3417.0,0.0,92.0,0.0,215313504,0.026924202516827627
0,50324,2020-04-04,Brazil,3417.0,0.0,92.0,0.0,215313504,0.026924202516827627
0,50325,2020-04-05,Brazil,9056.0,5639.0,359.0,0.0,215313504,0.03964222614840989
0,50326,2020-04-06,Brazil,9056.0,0.0,359.0,0.0,215313504,0.03964222614840989
0,50327,2020-04-07,Brazil,9056.0,0.0,359.0,0.0,215313504,0.03964222614840989
0,50328,2020-04-08,Brazil,9056.0,0.0,359.0,0.0,215313504,0.03964222614840989
0,50329,2020-04-09,Brazil,9056.0,0.0,359.0,0.0,215313504,0.03964222614840989
0,50330,2020-04-10,Brazil,9056.0,0.0,359.0,0.0,215313504,0.03964222614840989
0,50331,2020-04-11,Brazil,9056.0,0.0,359.0,0.0,215313504,0.03964222614840989
0,50332,2020-04-12,Brazil,19638.0,10582.0,1056.0,0.0,215313504,0.05377329666972197
0,50333,2020-04-13,Brazil,19638.0,0.0,1056.0,0.0,215313504,0.05377329666972197
0,50334,2020-04-14,Brazil,19638.0,0.0,1056.0,0.0,215313504,0.05377329666972197
0,50335,2020-04-15,Brazil,19638.0,0.0,1056.0,0.0,215313504,0.05377329666972197
0,50336,2020-04-16,Brazil,19638.0,0.0,1056.0,0.0,215313504,0.05377329666972197
0,50337,2020-04-17,Brazil,19638.0,0.0,1056.0,0.0,215313504,0.05377329666972197
0,50338,2020-04-18,Brazil,19638.0,0.0,1056.0,0.0,215313504,0.05377329666972197
0,50339,2020-04-19,Brazil,33682.0,14044.0,2141.0,0.0,215313504,0.06356510896027552
0,50340,2020-04-20,Brazil,33682.0,0.0,2141.0,0.0,215313504,0.06356510896027552
0,50341,2020-04-21,Brazil,33682.0,0.0,2141.0,0.0,215313504,0.06356510896027552
0,50342,2020-04-22,Brazil,33682.0,0.0,2141.0,0.0,215313504,0.06356510896027552
0,50343,2020-04-23,Brazil,33682.0,0.0,2141.0,0.0,215313504,0.06356510896027552
0,50344,2020-04-24,Brazil,33682.0,0.0,2141.0,0.0,215313504,0.06356510896027552
0,50345,2020-04-25,Brazil,33682.0,0.0,2141.0,0.0,215313504,0.06356510896027552
0,50346,2020-04-26,Brazil,52995.0,19313.0,3670.0,0.0,215313504,0.06925181620907633
0,50347,2020-04-27,Brazil,52995.0,0.0,3670.0,0.0,215313504,0.06925181620907633
0,50348,2020-04-28,Brazil,52995.0,0.0,3670.0,0.0,215313504,0.06925181620907633
0,50349,2020-04-29,Brazil,52995.0,0.0,3670.0,0.0,215313504,0.06925181620907633
0,50350,2020-04-30,Brazil,52995.0,0.0,3670.0,0.0,215313504,0.06925181620907633
0,50351,2020-05-01,Brazil,52995.0,0.0,3670.0,0.0,215313504,0.06925181620907633
0,50352,2020-05-02,Brazil,52995.0,0.0,3670.0,0.0,215313504,0.06925181620907633
0,50353,2020-05-03,Brazil,91589.0,38594.0,6329.0,0.0,215313504,0.06910218476017863
0,50354,2020-05-04,Brazil,91589.0,0.0,6329.0,0.0,215313504,0.06910218476017863
0,50355,2020-05-05,Brazil,91589.0,0.0,6329.0,0.0,215313504,0.06910218476017863
0,50356,2020-05-06,Brazil,91589.0,0.0,6329.0,0.0,215313504,0.06910218476017863
0,50357,2020-05-07,Brazil,91589.0,0.0,6329.0,0.0,215313504,0.06910218476017863
0,50358,2020-05-08,Brazil,91589.0,0.0,6329.0,0.0,215313504,0.06910218476017863
0,50359,2020-05-09,Brazil,91589.0,0.0,6329.0,0.0,215313504,0.06910218476017863
0,50360,2020-05-10,Brazil,145328.0,53739.0,9897.0,0.0,215313504,0.06810112297698998
0,50361,2020-05-11,Brazil,145328.0,0.0,9897.0,0.0,215313504,0.06810112297698998
0,50362,2020-05-12,Brazil,145328.0,0.0,9897.0,0.0,215313504,0.06810112297698998
0,50363,2020-05-13,Brazil,145328.0,0.0,9897.0,0.0,215313504,0.06810112297698998
0,50364,2020-05-14,Brazil,145328.0,0.0,9897.0,0.0,215313504,0.06810112297698998
0,50365,2020-05-15,Brazil,145328.0,0.0,9897.0,0.0,215313504,0.06810112297698998
0,50366,2020-05-16,Brazil,145328.0,0.0,9897.0,0.0,215313504,0.06810112297698998
0,50367,2020-05-17,Brazil,218223.0,72895.0,14817.0,0.0,215313504,0.0678984341705503
0,50368,2020-05-18,Brazil,218223.0,0.0,14817.0,0.0,215313504,0.0678984341705503
0,50369,2020-05-19,Brazil,218223.0,0.0,14817.0,0.0,215313504,0.0678984341705503
0,50370,2020-05-20,Brazil,218223.0,0.0,14817.0,0.0,215313504,0.0678984341705503
0,50371,2020-05-21,Brazil,218223.0,0.0,14817.0,0.0,215313504,0.0678984341705503
0,50372,2020-05-22,Brazil,218223.0,0.0,14817.0,0.0,215313504,0.0678984341705503
0,50373,2020-05-23,Brazil,218223.0,0.0,14817.0,0.0,215313504,0.0678984341705503
0,50374,2020-05-24,Brazil,330890.0,112667.0,21048.0,0.0,215313504,0.06361026322947202
0,50375,2020-05-25,Brazil,330890.0,0.0,21048.0,0.0,215313504,0.06361026322947202
0,50376,2020-05-26,Brazil,330890.0,0.0,21048.0,0.0,215313504,0.06361026322947202
0,50377,2020-05-27,Brazil,330890.0,0.0,21048.0,0.0,215313504,0.06361026322947202
0,50378,2020-05-28,Brazil,330890.0,0.0,21048.0,0.0,215313504,0.06361026322947202
0,50379,2020-05-29,Brazil,330890.0,0.0,21048.0,0.0,215313504,0.06361026322947202
0,50380,2020-05-30,Brazil,330890.0,0.0,21048.0,0.0,215313504,0.06361026322947202
0,50381,2020-05-31,Brazil,465166.0,134276.0,27878.0,0.0,215313504,0.05993129334474145
0,50382,2020-06-01,Brazil,465166.0,0.0,27878.0,0.0,215313504,0.05993129334474145
0,50383,2020-06-02,Brazil,465166.0,0.0,27878.0,0.0,215313504,0.05993129334474145
0,50384,2020-06-03,Brazil,465166.0,0.0,27878.0,0.0,215313504,0.05993129334474145
0,50385,2020-06-04,Brazil,465166.0,0.0,27878.0,0.0,215313504,0.05993129334474145
0,50386,2020-06-05,Brazil,465166.0,0.0,27878.0,0.0,215313504,0.05993129334474145
0,50387,2020-06-06,Brazil,465166.0,0.0,27878.0,0.0,215313504,0.05993129334474145
0,50388,2020-06-07,Brazil,645771.0,180605.0,35026.0,0.0,215313504,0.05423904139393067
0,50389,2020-06-08,Brazil,645771.0,0.0,35026.0,0.0,215313504,0.05423904139393067
0,50390,2020-06-09,Brazil,645771.0,0.0,35026.0,0.0,215313504,0.05423904139393067
0,50391,2020-06-10,Brazil,645771.0,0.0,35026.0,0.0,215313504,0.05423904139393067
0,50392,2020-06-11,Brazil,645771.0,0.0,35026.0,0.0,215313504,0.05423904139393067
0,50393,2020-06-12,Brazil,645771.0,0.0,35026.0,0.0,215313504,0.05423904139393067
0,50394,2020-06-13,Brazil,645771.0,0.0,35026.0,0.0,215313504,0.05423904139393067
0,50395,2020-06-14,Brazil,828810.0,183039.0,41828.0,0.0,215313504,0.05046753779515208
0,50396,2020-06-15,Brazil,828810.0,0.0,41828.0,0.0,215313504,0.05046753779515208
0,50397,2020-06-16,Brazil,828810.0,0.0,41828.0,0.0,215313504,0.05046753779515208
0,50398,2020-06-17,Brazil,828810.0,0.0,41828.0,0.0,215313504,0.05046753779515208
0,50399,2020-06-18,Brazil,828810.0,0.0,41828.0,0.0,215313504,0.05046753779515208
0,50400,2020-06-19,Brazil,828810.0,0.0,41828.0,0.0,215313504,0.05046753779515208
0,50401,2020-06-20,Brazil,828810.0,0.0,41828.0,0.0,215313504,0.05046753779515208
0,50402,2020-06-21,Brazil,1032913.0,204103.0,48954.0,0.0,215313504,0.04739411741356726
0,50403,2020-06-22,Brazil,1032913.0,0.0,48954.0,0.0,215313504,0.04739411741356726
0,50404,2020-06-23,Brazil,1032913.0,0.0,48954.0,0.0,215313504,0.04739411741356726
0,50405,2020-06-24,Brazil,1032913.0,0.0,48954.0,0.0,215313504,0.04739411741356726
0,50406,2020-06-25,Brazil,1032913.0,0.0,48954.0,0.0,215313504,0.04739411741356726
0,50407,2020-06-26,Brazil,1032913.0,0.0,48954.0,0.0,215313504,0.04739411741356726
0,50408,2020-06-27,Brazil,1032913.0,0.0,48954.0,0.0,215313504,0.04739411741356726
0,50409,2020-06-28,Brazil,1274974.0,242061.0,55961.0,0.0,215313504,0.04389187544216588
0,50410,2020-06-29,Brazil,1274974.0,0.0,55961.0,0.0,215313504,0.04389187544216588
0,50411,2020-06-30,Brazil,1274974.0,0.0,55961.0,0.0,215313504,0.04389187544216588
0,50412,2020-07-01,Brazil,1274974.0,0.0,55961.0,0.0,215313504,0.04389187544216588
0,50413,2020-07-02,Brazil,1274974.0,0.0,55961.0,0.0,215313504,0.04389187544216588
0,50414,2020-07-03,Brazil,1274974.0,0.0,55961.0,0.0,215313504,0.04389187544216588
0,50415,2020-07-04,Brazil,1274974.0,0.0,55961.0,0.0,215313504,0.04389187544216588
0,50416,2020-07-05,Brazil,1539081.0,264107.0,63174.0,0.0,215313504,0.0410465725975436
0,50417,2020-07-06,Brazil,1539081.0,0.0,63174.0,0.0,215313504,0.0410465725975436
0,50418,2020-07-07,Brazil,1539081.0,0.0,63174.0,0.0,215313504,0.0410465725975436
0,50419,2020-07-08,Brazil,1539081.0,0.0,63174.0,0.0,215313504,0.0410465725975436
0,50420,2020-07-09,Brazil,1539081.0,0.0,63174.0,0.0,215313504,0.0410465725975436
0,50421,2020-07-10,Brazil,1539081.0,0.0,63174.0,0.0,215313504,0.0410465725975436
0,50422,2020-07-11,Brazil,1539081.0,0.0,63174.0,0.0,215313504,0.0410465725975436
0,50423,2020-07-12,Brazil,1800827.0,261746.0,70398.0,0.0,215313504,0.039092039379685
0,50424,2020-07-13,Brazil,1800827.0,0.0,70398.0,0.0,215313504,0.039092039379685
0,50425,2020-07-14,Brazil,1800827.0,0.0,70398.0,0.0,215313504,0.039092039379685
0,50426,2020-07-15,Brazil,1800827.0,0.0,70398.0,0.0,215313504,0.039092039379685
0,50427,2020-07-16,Brazil,1800827.0,0.0,70398.0,0.0,215313504,0.039092039379685
0,50428,2020-07-17,Brazil,1800827.0,0.0,70398.0,0.0,215313504,0.039092039379685
0,50429,2020-07-18,Brazil,1800827.0,0.0,70398.0,0.0,215313504,0.039092039379685
0,50430,2020-07-19,Brazil,2046328.0,245501.0,77851.0,0.0,215313504,0.038044243151635515
0,50431,2020-07-20,Brazil,2046328.0,0.0,77851.0,0.0,215313504,0.038044243151635515
0,50432,2020-07-21,Brazil,2046328.0,0.0,77851.0,0.0,215313504,0.038044243151635515
0,50433,2020-07-22,Brazil,2046328.0,0.0,77851.0,0.0,215313504,0.038044243151635515
0,50434,2020-07-23,Brazil,2046328.0,0.0,77851.0,0.0,215313504,0.038044243151635515
0,50435,2020-07-24,Brazil,2046328.0,0.0,77851.0,0.0,215313504,0.038044243151635515
0,50436,2020-07-25,Brazil,2046328.0,0.0,77851.0,0.0,215313504,0.038044243151635515
0,50437,2020-07-26,Brazil,2343366.0,297038.0,85238.0,0.0,215313504,0.036374172877817634
0,50438,2020-07-27,Brazil,2343366.0,0.0,85238.0,0.0,215313504,0.036374172877817634
0,50439,2020-07-28,Brazil,2343366.0,0.0,85238.0,0.0,215313504,0.036374172877817634
0,50440,2020-07-29,Brazil,2343366.0,0.0,85238.0,0.0,215313504,0.036374172877817634
0,50441,2020-07-30,Brazil,2343366.0,0.0,85238.0,0.0,215313504,0.036374172877817634
0,50442,2020-07-31,Brazil,2343366.0,0.0,85238.0,0.0,215313504,0.036374172877817634
0,50443,2020-08-01,Brazil,2343366.0,0.0,85238.0,0.0,215313504,0.036374172877817634
0,50444,2020-08-02,Brazil,2662485.0,319119.0,92475.0,0.0,215313504,0.0347325900427608
0,50445,2020-08-03,Brazil,2662485.0,0.0,92475.0,0.0,215313504,0.0347325900427608
0,50446,2020-08-04,Brazil,2662485.0,0.0,92475.0,0.0,215313504,0.0347325900427608
0,50447,2020-08-05,Brazil,2662485.0,0.0,92475.0,0.0,215313504,0.0347325900427608
0,50448,2020-08-06,Brazil,2662485.0,0.0,92475.0,0.0,215313504,0.0347325900427608
0,50449,2020-08-07,Brazil,2662485.0,0.0,92475.0,0.0,215313504,0.0347325900427608
0,50450,2020-08-08,Brazil,2662485.0,0.0,92475.0,0.0,215313504,0.0347325900427608
0,50451,2020-08-09,Brazil,2962442.0,299957.0,99572.0,0.0,215313504,0.03361145973490789
0,50452,2020-08-10,Brazil,2962442.0,0.0,99572.0,0.0,215313504,0.03361145973490789
0,50453,2020-08-11,Brazil,2962442.0,0.0,99572.0,0.0,215313504,0.03361145973490789
0,50454,2020-08-12,Brazil,2962442.0,0.0,99572.0,0.0,215313504,0.03361145973490789
0,50455,2020-08-13,Brazil,2962442.0,0.0,99572.0,0.0,215313504,0.03361145973490789
0,50456,2020-08-14,Brazil,2962442.0,0.0,99572.0,0.0,215313504,0.03361145973490789
0,50457,2020-08-15,Brazil,2962442.0,0.0,99572.0,0.0,215313504,0.03361145973490789
0,50458,2020-08-16,Brazil,3275520.0,313078.0,106523.0,0.0,215313504,0.0325209432395467
0,50459,2020-08-17,Brazil,3275520.0,0.0,106523.0,0.0,215313504,0.0325209432395467
0,50460,2020-08-18,Brazil,3275520.0,0.0,106523.0,0.0,215313504,0.0325209432395467
0,50461,2020-08-19,Brazil,3275520.0,0.0,106523.0,0.0,215313504,0.0325209432395467
0,50462,2020-08-20,Brazil,3275520.0,0.0,106523.0,0.0,215313504,0.0325209432395467
0,50463,2020-08-21,Brazil,3275520.0,0.0,106523.0,0.0,215313504,0.0325209432395467
0,50464,2020-08-22,Brazil,3275520.0,0.0,106523.0,0.0,215313504,0.0325209432395467
0,50465,2020-08-23,Brazil,3532330.0,256810.0,113358.0,0.0,215313504,0.03209156562382337
0,50466,2020-08-24,Brazil,3532330.0,0.0,113358.0,0.0,215313504,0.03209156562382337
0,50467,2020-08-25,Brazil,3532330.0,0.0,113358.0,0.0,215313504,0.03209156562382337
0,50468,2020-08-26,Brazil,3532330.0,0.0,113358.0,0.0,215313504,0.03209156562382337
0,50469,2020-08-27,Brazil,3532330.0,0.0,113358.0,0.0,215313504,0.03209156562382337
0,50470,2020-08-28,Brazil,3532330.0,0.0,113358.0,0.0,215313504,0.03209156562382337
0,50471,2020-08-29,Brazil,3532330.0,0.0,113358.0,0.0,215313504,0.03209156562382337
0,50472,2020-08-30,Brazil,3804803.0,272473.0,119504.0,0.0,215313504,0.031408722081011815
0,50473,2020-08-31,Brazil,3804803.0,0.0,119504.0,0.0,215313504,0.031408722081011815
0,50474,2020-09-01,Brazil,3804803.0,0.0,119504.0,0.0,215313504,0.031408722081011815
0,50475,2020-09-02,Brazil,3804803.0,0.0,119504.0,0.0,215313504,0.031408722081011815
0,50476,2020-09-03,Brazil,3804803.0,0.0,119504.0,0.0,215313504,0.031408722081011815
0,50477,2020-09-04,Brazil,3804803.0,0.0,119504.0,0.0,215313504,0.031408722081011815
0,50478,2020-09-05,Brazil,3804803.0,0.0,119504.0,0.0,215313504,0.031408722081011815
0,50479,2020-09-06,Brazil,4092832.0,288029.0,125521.0,0.0,215313504,0.030668495555155943
0,50480,2020-09-07,Brazil,4092832.0,0.0,125521.0,0.0,215313504,0.030668495555155943
0,50481,2020-09-08,Brazil,4092832.0,0.0,125521.0,0.0,215313504,0.030668495555155943
0,50482,2020-09-09,Brazil,4092832.0,0.0,125521.0,0.0,215313504,0.030668495555155943
0,50483,2020-09-10,Brazil,4092832.0,0.0,125521.0,0.0,215313504,0.030668495555155943
0,50484,2020-09-11,Brazil,4092832.0,0.0,125521.0,0.0,215313504,0.030668495555155943
0,50485,2020-09-12,Brazil,4092832.0,0.0,125521.0,0.0,215313504,0.030668495555155943
0,50486,2020-09-13,Brazil,4282164.0,189332.0,130396.0,0.0,215313504,0.030450958907692467
0,50487,2020-09-14,Brazil,4282164.0,0.0,130396.0,0.0,215313504,0.030450958907692467
0,50488,2020-09-15,Brazil,4282164.0,0.0,130396.0,0.0,215313504,0.030450958907692467
0,50489,2020-09-16,Brazil,4282164.0,0.0,130396.0,0.0,215313504,0.030450958907692467
0,50490,2020-09-17,Brazil,4282164.0,0.0,130396.0,0.0,215313504,0.030450958907692467
0,50491,2020-09-18,Brazil,4282164.0,0.0,130396.0,0.0,215313504,0.030450958907692467
0,50492,2020-09-19,Brazil,4282164.0,0.0,130396.0,0.0,215313504,0.030450958907692467
0,50493,2020-09-20,Brazil,4495183.0,213019.0,135793.0,0.0,215313504,0.03020855880617096
0,50494,2020-09-21,Brazil,4495183.0,0.0,135793.0,0.0,215313504,0.03020855880617096
0,50495,2020-09-22,Brazil,4495183.0,0.0,135793.0,0.0,215313504,0.03020855880617096
0,50496,2020-09-23,Brazil,4495183.0,0.0,135793.0,0.0,215313504,0.03020855880617096
0,50497,2020-09-24,Brazil,4495183.0,0.0,135793.0,0.0,215313504,0.03020855880617096
0,50498,2020-09-25,Brazil,4495183.0,0.0,135793.0,0.0,215313504,0.03020855880617096
0,50499,2020-09-26,Brazil,4495183.0,0.0,135793.0,0.0,215313504,0.03020855880617096
0,50500,2020-09-27,Brazil,4689613.0,194430.0,140537.0,0.0,215313504,0.029967718018523062
0,50501,2020-09-28,Brazil,4689613.0,0.0,140537.0,0.0,215313504,0.029967718018523062
0,50502,2020-09-29,Brazil,4689613.0,0.0,140537.0,0.0,215313504,0.029967718018523062
0,50503,2020-09-30,Brazil,4689613.0,0.0,140537.0,0.0,215313504,0.029967718018523062
0,50504,2020-10-01,Brazil,4689613.0,0.0,140537.0,0.0,215313504,0.029967718018523062
0,50505,2020-10-02,Brazil,4689613.0,0.0,140537.0,0.0,215313504,0.029967718018523062
0,50506,2020-10-03,Brazil,4689613.0,0.0,140537.0,0.0,215313504,0.029967718018523062
0,50507,2020-10-04,Brazil,4880523.0,190910.0,145388.0,0.0,215313504,0.029789430354082953
0,50508,2020-10-05,Brazil,4880523.0,0.0,145388.0,0.0,215313504,0.029789430354082953
0,50509,2020-10-06,Brazil,4880523.0,0.0,145388.0,0.0,215313504,0.029789430354082953
0,50510,2020-10-07,Brazil,4880523.0,0.0,145388.0,0.0,215313504,0.029789430354082953
0,50511,2020-10-08,Brazil,4880523.0,0.0,145388.0,0.0,215313504,0.029789430354082953
0,50512,2020-10-09,Brazil,4880523.0,0.0,145388.0,0.0,215313504,0.029789430354082953
0,50513,2020-10-10,Brazil,4880523.0,0.0,145388.0,0.0,215313504,0.029789430354082953
0,50514,2020-10-11,Brazil,5055888.0,175365.0,149639.0,0.0,215313504,0.02959697683176526
0,50515,2020-10-12,Brazil,5055888.0,0.0,149639.0,0.0,215313504,0.02959697683176526
0,50516,2020-10-13,Brazil,5055888.0,0.0,149639.0,0.0,215313504,0.02959697683176526
0,50517,2020-10-14,Brazil,5055888.0,0.0,149639.0,0.0,215313504,0.02959697683176526
0,50518,2020-10-15,Brazil,5055888.0,0.0,149639.0,0.0,215313504,0.02959697683176526
0,50519,2020-10-16,Brazil,5055888.0,0.0,149639.0,0.0,215313504,0.02959697683176526
0,50520,2020-10-17,Brazil,5055888.0,0.0,149639.0,0.0,215313504,0.02959697683176526
0,50521,2020-10-18,Brazil,5200300.0,144412.0,153214.0,0.0,215313504,0.029462531007826472
0,50522,2020-10-19,Brazil,5200300.0,0.0,153214.0,0.0,215313504,0.029462531007826472
0,50523,2020-10-20,Brazil,5200300.0,0.0,153214.0,0.0,215313504,0.029462531007826472
0,50524,2020-10-21,Brazil,5200300.0,0.0,153214.0,0.0,215313504,0.029462531007826472
0,50525,2020-10-22,Brazil,5200300.0,0.0,153214.0,0.0,215313504,0.029462531007826472
0,50526,2020-10-23,Brazil,5200300.0,0.0,153214.0,0.0,215313504,0.029462531007826472
0,50527,2020-10-24,Brazil,5200300.0,0.0,153214.0,0.0,215313504,0.029462531007826472
0,50528,2020-10-25,Brazil,5353656.0,153356.0,156471.0,0.0,215313504,0.029226943232811373
0,50529,2020-10-26,Brazil,5353656.0,0.0,156471.0,0.0,215313504,0.029226943232811373
0,50530,2020-10-27,Brazil,5353656.0,0.0,156471.0,0.0,215313504,0.029226943232811373
0,50531,2020-10-28,Brazil,5353656.0,0.0,156471.0,0.0,215313504,0.029226943232811373
0,50532,2020-10-29,Brazil,5353656.0,0.0,156471.0,0.0,215313504,0.029226943232811373
